#혼하
#메오
#씹치년들
못맞춤	0.9118731617927551
열씨	0.9053903818130493
65만원	0.9031885862350464
백범	0.9003039598464966
끼발	0.8969183564186096
조둥아리	0.8968256711959839
똥구녁	0.8966420888900757
이엇음	0.8960000872612
컬링	0.8810854554176331
이보	0.877151608467102
애아님	0.8691068887710571
오단	0.8675189018249512
담배한	0.865492582321167
길막하	0.865236759185791
판대	0.8613580465316772
디비	0.8588069677352905
경수야	0.8577185869216919
#일병
#가능임
조둥아리	0.8752177953720093
못맞춤	0.8744362592697144
끼발	0.8626730442047119
백범	0.8615615367889404
65만원	0.8598023653030396
이엇음	0.8574932813644409
똥구녁	0.8562223315238953
열씨	0.8559101819992065
#자고
#호구보빨
#키스하
#조둥아리
못맞춤	0.9315138459205627
백범	0.9248307347297668
끼발	0.9216934442520142
이엇음	0.9210973381996155
똥구녁	0.9187927842140198
열씨	0.9162996411323547
65만원	0.9076445698738098
씹치년들	0.8968255519866943
이보	0.8958315849304199
감사용	0.8842397928237915
경수야	0.8813872337341309
디비	0.8781487345695496
컬링	0.8760294318199158
판대	0.8753674030303955
가능임	0.8752177953720093
열시	0.8751014471054077
생닭	0.8733736276626587
애아님	0.8731217384338379
오단	0.8723459243774414
담배한	0.8720898628234863
오그라드네	0.8689268231391907
사인볼트	0.8680505752563477
역치	0.864960789680481
분양하	0.8633180856704712
대통령했	0.8625460267066956
원기옥	0.8584026098251343
본사진	0.8566293120384216
리코	0.8559122085571289
#연옌
레드트리	0.8747823238372803
#집회했
#실좆
#어케암
#보탬
#징계위원회
#엉덩이
#65만원
못맞춤	0.936688244342804
열씨	0.9337720274925232
판대	0.9244266152381897
백범	0.9163045287132263
끼발	0.913308322429657
이엇음	0.9125598669052124
조둥아리	0.9076446294784546
똥구녁	0.9075748324394226
씹치년들	0.9031885266304016
분양하	0.8923487663269043
이보	0.8918571472167969
담배한	0.889758288860321
컬링	0.8877952098846436
역치	0.8840897083282471
애아님	0.8840715885162354
원기옥	0.875817060470581
길막하	0.868768572807312
오단	0.8646897077560425
감사용	0.863776445388794
가능임	0.8598023653030396
생닭	0.8596483469009399
파쇄	0.8570816516876221
#변호사법
#현생
