#니애미
#지애미
#촌수
#창년
#허벌
#제갈대
장노도	0.8758501410484314
#뒤진년
#추미애미
애미추미애미	0.9963729381561279
애미추미애미추	0.9957111477851868
추미애미추	0.9943981170654297
창년새끼	0.9431588053703308
돈연아	0.9307548403739929
미딜	0.9284700155258179
우디르	0.9284052848815918
설베	0.9256979823112488
애비가	0.9240049719810486
니취	0.9178261160850525
車峴以南	0.9083277583122253
보르릉	0.9083136916160583
애미애미	0.9079585075378418
山形地勢	0.906467080116272
그닉	0.9059613943099976
쉨댓빅	0.9054758548736572
발창녀	0.9054687023162842
其八曰	0.9043270349502563
홍통따	0.9033596515655518
人心亦然	0.9025156497955322
لصفة	0.9003939628601074
철퍽	0.9000117778778076
得秉國政	0.899954080581665
▒║║	0.8998268246650696
▲⊙	0.89915931224823
이대중	0.8989883661270142
김희호	0.8988459706306458
권무현	0.898827314376831
노양숙	0.8987003564834595
並趨背逆	0.8985503911972046
#씨발련
#애비
#노무혜
#에미
#애미추미애미추
추미애미추	0.9969079494476318
추미애미	0.9957111477851868
애미추미애미	0.9954967498779297
창년새끼	0.9555726647377014
돈연아	0.946209192276001
미딜	0.9443473219871521
애비가	0.9390461444854736
설베	0.9381474852561951
우디르	0.9339086413383484
니취	0.9301357865333557
그닉	0.9230558276176453
애미애미	0.911469578742981
일뽕새끼들	0.905407190322876
발창녀	0.9049290418624878
車峴以南	0.9043951034545898
조프리	0.9035053253173828
이현지	0.9030945897102356
오체분시	0.9030109643936157
山形地勢	0.9018633365631104
其八曰	0.8998081684112549
보르릉	0.8995978236198425
لصفة	0.8988732099533081
쉨댓빅	0.89874666929245
▒║║	0.8983501195907593
짱깨들아	0.8979134559631348
철퍽	0.8978896141052246
人心亦然	0.8977023363113403
형냐부랄	0.897182822227478
▲⊙	0.8964446783065796
모굴리스	0.8960485458374023
#머저리
#구녕
#애미추미애미
추미애미추	0.996380090713501
추미애미	0.9963729381561279
애미추미애미추	0.9954967498779297
창년새끼	0.9416660070419312
우디르	0.9262648224830627
돈연아	0.9259108901023865
미딜	0.9255692362785339
설베	0.9245638251304626
애비가	0.9198488593101501
니취	0.9187449812889099
車峴以南	0.9165521264076233
山形地勢	0.9155526757240295
人心亦然	0.9116722941398621
其八曰	0.9099532961845398
得秉國政	0.9092012047767639
홍통따	0.9090356230735779
계셰	0.9078238010406494
並趨背逆	0.9074647426605225
보르릉	0.9071223139762878
▲⊙	0.9065179228782654
애미애미	0.9062477350234985
لإعدد	0.9059572219848633
발창녀	0.9059205055236816
لصفة	0.9045240879058838
철퍽	0.9044641256332397
그닉	0.9044604301452637
دلل	0.9040372371673584
▒║║	0.9037869572639465
彼下州郡人	0.9037119150161743
則或變亂國家	0.903578519821167
#씹창년
#느그애미
#추미애미추
애미추미애미추	0.9969079494476318
애미추미애미	0.996380090713501
추미애미	0.9943980574607849
창년새끼	0.9509590268135071
돈연아	0.9423429369926453
미딜	0.941272497177124
설베	0.9378976821899414
애비가	0.9360700249671936
우디르	0.929196298122406
니취	0.9280138611793518
그닉	0.9181073307991028
애미애미	0.9092617630958557
車峴以南	0.9059046506881714
일뽕새끼들	0.9056901931762695
山形地勢	0.9041105508804321
짱깨들아	0.9016993045806885
발창녀	0.9008562564849854
오체분시	0.9003922343254089
其八曰	0.899859607219696
人心亦然	0.8998185396194458
▒║║	0.8982356786727905
보르릉	0.8978464007377625
조프리	0.8973547220230103
得秉國政	0.8970403671264648
لصفة	0.8965359926223755
並趨背逆	0.8963035345077515
이현지	0.8954768776893616
홍통따	0.8951541185379028
계셰	0.8950477838516235
لإعدد	0.894437313079834
#보지하
